Gene Symbol,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI
MYO5B,2.49,5.0,1.0,5.0,16.0,171.63,2.49,5.0,8.0,9.54,2.49,5.0,8.0,1848.0,213.5,7.2
MYO5C,3.96,6.0,1.0,4.0,14.0,142.24,3.96,4.0,7.0,10.78,3.96,4.0,7.0,1742.0,202.7,7.71
MYO7A,1.55,7.0,1.0,1.0,1.0,,,,,0.0,1.55,1.0,1.0,1357.0,155.8,8.75
NAA40,6.02,2.0,1.0,1.0,1.0,,,,,0.0,6.02,1.0,1.0,216.0,24.7,6.15
NAP1L1,29.29,18.0,3.0,5.0,12.0,69.14,29.29,5.0,6.0,5.49,29.29,5.0,6.0,198.0,23.4,4.81
NAP1L4,13.6,14.0,3.0,5.0,14.0,87.21,13.6,5.0,6.0,7.97,13.6,5.0,8.0,375.0,42.8,4.69
NAPA,8.98,6.0,2.0,2.0,4.0,62.67,8.98,2.0,2.0,4.35,8.98,2.0,2.0,256.0,29.1,5.16
NAPB,6.37,3.0,1.0,1.0,2.0,51.74,6.37,1.0,1.0,2.46,6.37,1.0,1.0,204.0,23.4,5.25
NAV1,10.11,18.0,10.0,11.0,24.0,175.56,9.52,10.0,12.0,13.52,8.88,10.0,12.0,1869.0,201.4,8.22
NAV3,1.19,15.0,1.0,2.0,3.0,34.79,0.69,1.0,1.0,1.68,1.19,2.0,2.0,2186.0,234.9,8.56
NBEA,8.43,5.0,17.0,17.0,51.0,542.0,8.43,17.0,26.0,25.64,7.75,16.0,25.0,2943.0,327.3,6.16
NCAM1,31.13,8.0,20.0,20.0,124.0,1302.99,31.13,20.0,64.0,99.71,29.25,19.0,60.0,848.0,93.3,4.87
NCAN,2.42,1.0,3.0,3.0,5.0,25.95,2.42,3.0,3.0,0.0,1.21,2.0,2.0,1321.0,143.0,5.38
NCDN,7.02,5.0,4.0,4.0,7.0,53.35,7.02,4.0,4.0,2.28,5.48,3.0,3.0,712.0,77.2,5.48
NCK2,3.42,1.0,1.0,1.0,2.0,43.84,3.42,1.0,1.0,2.25,3.42,1.0,1.0,380.0,42.9,6.95
NCKAP1,8.24,2.0,7.0,7.0,28.0,184.0,8.24,7.0,15.0,13.64,7.0,6.0,13.0,1128.0,128.7,6.62
NCL,16.9,2.0,10.0,10.0,29.0,252.78,15.77,9.0,14.0,22.01,16.9,10.0,15.0,710.0,76.6,4.7
NCOA5,14.68,2.0,4.0,4.0,7.0,38.21,14.68,4.0,4.0,0.0,11.92,3.0,3.0,579.0,65.5,9.6
NCOR2,9.0,11.0,1.0,1.0,1.0,,,,,0.0,9.0,1.0,1.0,311.0,33.0,7.56
NCSTN,5.48,7.0,1.0,1.0,2.0,41.92,5.48,1.0,1.0,0.0,5.48,1.0,1.0,219.0,24.5,5.26
NDEL1,8.92,15.0,2.0,2.0,6.0,71.89,8.92,2.0,3.0,1.88,8.92,2.0,3.0,269.0,30.6,4.97
NDRG1,16.98,6.0,3.0,3.0,4.0,76.65,16.98,3.0,3.0,2.31,4.32,1.0,1.0,324.0,35.3,6.34
NDUFA10,12.11,8.0,3.0,3.0,8.0,81.26,12.11,3.0,4.0,0.0,12.11,3.0,4.0,355.0,40.7,8.48
NDUFA13,11.67,6.0,1.0,1.0,6.0,43.86,11.67,1.0,3.0,0.0,11.67,1.0,3.0,120.0,14.1,9.07
NDUFA9,20.69,2.0,5.0,5.0,11.0,59.76,20.69,5.0,7.0,0.0,14.06,3.0,4.0,377.0,42.5,9.8
NDUFB10,31.68,4.0,3.0,3.0,7.0,68.31,21.74,2.0,3.0,2.15,31.68,3.0,4.0,161.0,19.2,8.7
NDUFB8,7.1,2.0,1.0,1.0,3.0,26.72,7.1,1.0,2.0,0.0,7.1,1.0,1.0,155.0,18.5,5.54
NDUFB9,11.31,4.0,1.0,1.0,1.0,,,,,0.0,11.31,1.0,1.0,168.0,20.4,7.88
NDUFS1,30.0,7.0,13.0,13.0,36.0,247.31,27.76,12.0,17.0,30.91,30.0,13.0,19.0,670.0,73.5,5.87
NDUFS2,11.82,3.0,4.0,4.0,12.0,71.05,9.63,3.0,6.0,4.68,11.82,4.0,6.0,457.0,51.8,8.15
NDUFS3,15.53,3.0,3.0,3.0,10.0,192.76,15.53,3.0,5.0,7.86,15.53,3.0,5.0,264.0,30.2,7.5
NDUFS8,13.04,3.0,1.0,1.0,4.0,98.31,13.04,1.0,2.0,5.64,13.04,1.0,2.0,138.0,15.9,7.58
NDUFV1,34.51,13.0,10.0,10.0,23.0,280.53,29.45,9.0,11.0,12.11,33.41,9.0,12.0,455.0,49.8,8.21
NDUFV2,8.03,2.0,1.0,1.0,1.0,,,,,0.0,8.03,1.0,1.0,249.0,27.4,8.06
NEB,0.4,5.0,1.0,1.0,1.0,,,,,0.0,0.4,1.0,1.0,3007.0,348.7,9.11
NECAP1,22.18,4.0,4.0,4.0,10.0,37.02,13.82,3.0,4.0,6.83,22.18,4.0,6.0,275.0,29.7,6.8
NEDD4L,12.59,17.0,8.0,8.0,19.0,131.14,8.87,6.0,9.0,14.31,12.59,7.0,10.0,834.0,96.2,6.04
NEFL,54.88,3.0,29.0,34.0,225.0,2539.89,49.72,32.0,110.0,216.59,54.88,34.0,115.0,543.0,61.5,4.65
NEFM,45.15,6.0,41.0,47.0,375.0,3415.95,45.15,47.0,187.0,422.78,44.93,45.0,188.0,877.0,98.3,4.86
NEGR1,28.53,3.0,6.0,6.0,35.0,477.54,28.53,6.0,17.0,34.18,28.53,6.0,18.0,354.0,38.7,6.21
NEIL3,2.15,1.0,1.0,1.0,1.0,,,,,0.0,2.15,1.0,1.0,605.0,67.7,9.0
NELL2,9.03,9.0,2.0,2.0,4.0,52.66,9.03,2.0,2.0,2.67,9.03,2.0,2.0,321.0,36.4,7.64
NEO1,7.39,5.0,7.0,7.0,24.0,131.94,7.39,7.0,12.0,11.11,7.39,7.0,12.0,1408.0,154.2,6.37
NES,32.63,1.0,45.0,45.0,196.0,2291.73,30.23,42.0,97.0,198.27,32.02,44.0,99.0,1621.0,177.3,4.36
NEUROD2,8.9,1.0,2.0,2.0,3.0,55.57,8.9,2.0,2.0,1.62,3.4,1.0,1.0,382.0,41.3,6.76
NFASC,8.93,22.0,5.0,5.0,10.0,125.72,8.93,5.0,5.0,6.63,8.93,5.0,5.0,1041.0,116.6,6.3
NFIA,12.11,16.0,2.0,3.0,8.0,50.08,12.11,3.0,4.0,0.0,12.11,3.0,4.0,380.0,42.3,9.44
NFIB,5.24,14.0,1.0,2.0,5.0,44.03,2.62,1.0,2.0,2.01,5.24,2.0,3.0,420.0,47.4,8.87
NFIX,19.09,19.0,3.0,4.0,13.0,89.37,19.09,4.0,7.0,2.57,19.09,4.0,6.0,440.0,48.7,8.59
NHP2L1,9.38,2.0,1.0,1.0,4.0,28.32,9.38,1.0,2.0,0.0,9.38,1.0,2.0,128.0,14.2,8.46
NLGN2,1.32,1.0,1.0,1.0,2.0,42.22,1.32,1.0,1.0,1.89,1.32,1.0,1.0,835.0,90.8,6.18
NLN,2.0,2.0,1.0,1.0,1.0,,,,,0.0,2.0,1.0,1.0,600.0,68.8,6.46
NNT,7.02,5.0,4.0,4.0,11.0,51.51,7.02,4.0,5.0,1.67,7.02,4.0,6.0,955.0,99.7,7.02
NOC2L,1.74,1.0,1.0,1.0,1.0,,,,,0.0,1.74,1.0,1.0,749.0,84.9,5.62
NOLC1,1.57,3.0,1.0,1.0,2.0,39.06,1.57,1.0,1.0,2.0,1.57,1.0,1.0,699.0,73.6,9.47
NONO,31.68,5.0,10.0,11.0,73.0,590.29,31.68,11.0,39.0,50.84,28.27,10.0,34.0,382.0,43.8,8.63
NOP56,4.04,4.0,2.0,2.0,6.0,32.7,4.04,2.0,3.0,2.1,4.04,2.0,3.0,594.0,66.0,9.19
NOP58,4.73,2.0,2.0,2.0,5.0,44.2,2.84,1.0,2.0,4.02,4.73,2.0,3.0,529.0,59.5,8.92
NOS1,2.91,4.0,1.0,1.0,1.0,,,,,0.0,2.91,1.0,1.0,1098.0,125.0,7.44
NOVA2,4.27,1.0,1.0,1.0,2.0,0.0,4.27,1.0,1.0,0.0,4.27,1.0,1.0,492.0,49.0,8.16
NPEPPS,3.93,4.0,3.0,3.0,8.0,60.38,3.93,3.0,4.0,4.5,3.93,3.0,4.0,839.0,94.5,5.38
NPM1,25.66,4.0,4.0,4.0,16.0,188.18,25.66,4.0,8.0,13.65,25.66,4.0,8.0,265.0,29.4,4.61
NPTN,6.47,8.0,1.0,1.0,1.0,,,,,0.0,6.47,1.0,1.0,278.0,30.8,7.84
NR0B1,15.24,3.0,1.0,1.0,1.0,,,,,0.0,15.24,1.0,1.0,105.0,11.8,8.31
NRBP1,5.79,3.0,2.0,2.0,2.0,,,,,0.0,5.79,2.0,2.0,535.0,59.8,5.08
NRCAM,7.42,9.0,2.0,2.0,4.0,30.77,7.42,2.0,2.0,0.0,7.42,2.0,2.0,431.0,48.0,6.98
NRXN1,0.88,6.0,1.0,1.0,2.0,35.25,0.88,1.0,1.0,2.02,0.88,1.0,1.0,1477.0,161.8,6.0
NSF,17.86,7.0,11.0,11.0,27.0,180.37,17.86,11.0,13.0,18.15,17.86,11.0,14.0,739.0,82.0,6.81
NSFL1C,11.68,7.0,2.0,2.0,4.0,70.96,11.68,2.0,2.0,1.92,11.68,2.0,2.0,274.0,30.2,5.1
NTM,32.59,7.0,9.0,9.0,44.0,547.49,32.59,9.0,20.0,47.36,32.59,9.0,24.0,316.0,35.0,6.96
NUDC,4.53,1.0,1.0,1.0,1.0,,,,,0.0,4.53,1.0,1.0,331.0,38.2,5.38
NUMA1,13.09,15.0,18.0,18.0,41.0,275.48,11.52,16.0,21.0,13.93,11.61,16.0,20.0,2101.0,236.4,5.8
NUP93,2.69,9.0,2.0,2.0,3.0,31.1,1.47,1.0,1.0,0.0,2.69,2.0,2.0,819.0,93.4,5.72
OCIAD1,11.65,12.0,1.0,1.0,1.0,,,,,0.0,11.65,1.0,1.0,103.0,11.2,9.55
OFD1,0.8,4.0,1.0,1.0,3.0,0.0,0.8,1.0,1.0,0.0,0.8,1.0,2.0,872.0,100.9,5.96
OGDH,9.03,11.0,6.0,6.0,14.0,78.58,9.03,6.0,8.0,2.28,6.98,5.0,6.0,974.0,110.5,6.84
OGT,13.61,5.0,9.0,9.0,25.0,160.67,11.29,8.0,12.0,6.04,13.61,9.0,13.0,1036.0,115.6,6.65
OIT3,1.1,1.0,1.0,1.0,1.0,,,,,0.0,1.1,1.0,1.0,545.0,60.0,5.58
OPA1,13.23,7.0,9.0,9.0,22.0,103.31,13.23,9.0,12.0,6.41,9.9,7.0,10.0,960.0,111.6,7.87
OPCML,32.57,4.0,7.0,7.0,27.0,360.76,32.57,7.0,13.0,22.77,32.57,7.0,14.0,304.0,33.6,5.95
OSBP,3.59,1.0,1.0,1.0,2.0,55.44,3.59,1.0,1.0,2.43,3.59,1.0,1.0,807.0,89.4,7.3
OSBPL8,6.26,5.0,4.0,4.0,11.0,110.37,6.26,4.0,6.0,3.6,5.31,3.0,5.0,847.0,96.9,7.55
P2RX2,13.1,6.0,1.0,1.0,1.0,20.32,13.1,1.0,1.0,,,,,168.0,18.3,6.99
PABPC1,28.88,23.0,9.0,15.0,43.0,377.92,27.24,14.0,22.0,25.38,26.51,13.0,21.0,547.0,61.1,9.07
PABPC4,13.33,12.0,2.0,8.0,23.0,294.35,12.36,7.0,11.0,23.65,13.33,8.0,12.0,615.0,67.9,9.45
PABPN1,7.74,8.0,1.0,1.0,1.0,,,,,0.0,7.74,1.0,1.0,168.0,19.0,9.23
PACS1,16.93,8.0,10.0,10.0,18.0,82.76,15.16,8.0,9.0,4.58,11.63,8.0,9.0,963.0,104.8,7.74
PAFAH1B1,22.93,5.0,6.0,6.0,25.0,159.58,22.93,6.0,13.0,22.95,22.93,6.0,12.0,410.0,46.6,7.37
PAFAH1B2,5.14,2.0,1.0,1.0,4.0,38.51,5.14,1.0,2.0,1.62,5.14,1.0,2.0,175.0,18.3,6.27
PAFAH1B3,5.45,2.0,1.0,1.0,5.0,52.37,5.45,1.0,3.0,0.0,5.45,1.0,2.0,165.0,18.4,7.02
PAG1,8.1,1.0,2.0,2.0,3.0,43.79,8.1,2.0,2.0,1.89,3.24,1.0,1.0,432.0,47.0,4.65
PAICS,7.51,4.0,3.0,3.0,9.0,46.53,6.05,2.0,4.0,3.94,7.51,3.0,5.0,413.0,45.6,6.68
PAIP1,3.42,4.0,1.0,1.0,2.0,38.6,3.42,1.0,1.0,1.95,3.42,1.0,1.0,351.0,39.9,4.86
PAK1,9.36,5.0,2.0,3.0,6.0,48.53,9.36,3.0,3.0,2.13,9.36,3.0,3.0,545.0,60.6,5.76
PAK2,22.71,2.0,3.0,7.0,14.0,64.98,22.71,7.0,8.0,5.2,16.98,5.0,6.0,524.0,58.0,5.96
PAK3,11.76,5.0,1.0,4.0,7.0,45.11,11.76,4.0,4.0,2.07,9.38,3.0,3.0,544.0,60.7,5.52
PAK7,5.42,1.0,3.0,3.0,4.0,29.13,3.89,2.0,2.0,0.0,3.62,2.0,2.0,719.0,80.7,8.09
PALM,26.87,2.0,10.0,10.0,47.0,243.77,26.87,10.0,23.0,35.64,26.87,10.0,24.0,387.0,42.1,5.0
PALM2,3.98,5.0,1.0,1.0,2.0,0.0,3.98,1.0,1.0,2.46,3.98,1.0,1.0,377.0,41.9,5.14
PALMD,3.19,3.0,1.0,1.0,2.0,0.0,3.19,1.0,1.0,0.0,3.19,1.0,1.0,376.0,41.9,5.3
PANX1,3.32,2.0,1.0,1.0,2.0,,,,,0.0,3.32,1.0,2.0,422.0,47.6,6.01
PARK7,13.02,3.0,2.0,2.0,8.0,68.72,13.02,2.0,4.0,0.0,13.02,2.0,4.0,169.0,17.9,7.87
PARP1,16.96,1.0,13.0,13.0,34.0,218.85,15.98,12.0,18.0,20.89,14.0,11.0,16.0,1014.0,113.0,8.88
PCBP1,39.89,2.0,5.0,7.0,22.0,95.29,39.89,7.0,11.0,5.78,39.89,7.0,11.0,356.0,37.5,7.09
PCBP2,29.92,25.0,5.0,7.0,30.0,204.16,29.92,7.0,16.0,11.53,23.55,6.0,14.0,361.0,38.1,6.79
PCDH10,4.13,1.0,3.0,3.0,10.0,134.61,4.13,3.0,5.0,8.43,4.13,3.0,5.0,1040.0,112.9,4.87
PCDH19,2.0,3.0,1.0,1.0,1.0,,,,,0.0,2.0,1.0,1.0,1100.0,120.9,5.26
PCDHA7,1.52,25.0,1.0,1.0,2.0,28.45,1.52,1.0,1.0,1.72,1.52,1.0,1.0,789.0,84.8,5.0
PCDHB9,1.88,2.0,1.0,1.0,1.0,,,,,0.0,1.88,1.0,1.0,797.0,87.0,5.02
PCLO,2.17,6.0,6.0,6.0,12.0,63.54,1.76,5.0,6.0,4.02,1.84,5.0,6.0,4935.0,537.6,6.32
PCM1,1.94,6.0,2.0,2.0,2.0,,,,,0.0,1.94,2.0,2.0,1860.0,210.0,5.0
PCMT1,4.69,5.0,1.0,1.0,4.0,28.2,4.69,1.0,2.0,3.69,4.69,1.0,2.0,192.0,20.7,6.87
PDCD5,20.0,5.0,1.0,1.0,2.0,34.39,20.0,1.0,1.0,0.0,20.0,1.0,1.0,65.0,7.5,8.25
PDCD6IP,3.11,2.0,2.0,2.0,3.0,55.64,3.11,2.0,2.0,2.4,1.84,1.0,1.0,868.0,96.0,6.52
PDDC1,20.0,7.0,1.0,1.0,2.0,49.77,20.0,1.0,1.0,2.83,20.0,1.0,1.0,120.0,12.8,7.42
PDE2A,8.8,13.0,5.0,5.0,14.0,142.0,8.8,5.0,7.0,6.56,8.8,5.0,7.0,932.0,104.9,5.53
PDE4D,4.43,13.0,3.0,3.0,5.0,72.13,4.43,3.0,3.0,1.89,3.36,2.0,2.0,745.0,84.4,5.17
PDE9A,3.87,1.0,1.0,1.0,1.0,,,,,0.0,3.87,1.0,1.0,491.0,57.3,6.74
PDF,5.35,1.0,1.0,1.0,2.0,23.8,5.35,1.0,1.0,0.0,5.35,1.0,1.0,243.0,27.0,9.16
PDHA1,22.01,9.0,6.0,6.0,13.0,70.41,22.01,6.0,7.0,8.39,13.37,5.0,6.0,359.0,40.2,8.28
PDHB,17.01,5.0,5.0,5.0,11.0,120.7,14.66,4.0,5.0,6.3,13.49,4.0,6.0,341.0,37.2,5.9
PDHX,5.29,4.0,1.0,1.0,2.0,29.61,5.29,1.0,1.0,0.0,5.29,1.0,1.0,189.0,20.7,7.34
PDIA3,15.26,2.0,4.0,6.0,15.0,132.08,15.26,6.0,8.0,8.15,12.37,5.0,7.0,485.0,54.9,6.86
PDIA3,32.52,1.0,1.0,3.0,6.0,72.71,32.52,3.0,3.0,4.39,32.52,3.0,3.0,123.0,13.5,7.3
PDIA6,10.53,5.0,4.0,4.0,16.0,197.09,10.53,4.0,8.0,6.96,10.53,4.0,8.0,437.0,47.8,5.08
PDS5A,16.36,3.0,1.0,1.0,1.0,,,,,0.0,16.36,1.0,1.0,165.0,19.4,8.5
PDZD4,6.97,3.0,3.0,3.0,8.0,66.78,6.97,3.0,5.0,4.27,6.97,3.0,3.0,660.0,73.8,6.61
PEBP1,22.46,1.0,2.0,2.0,4.0,75.5,22.46,2.0,2.0,2.39,22.46,2.0,2.0,187.0,21.0,7.53
PELP1,8.0,8.0,1.0,1.0,1.0,32.48,8.0,1.0,1.0,,,,,100.0,11.0,8.09
PFKL,17.31,2.0,8.0,9.0,24.0,251.87,16.67,8.0,11.0,24.9,17.31,9.0,13.0,780.0,85.0,7.5
PFKM,16.96,17.0,9.0,10.0,28.0,261.06,16.96,10.0,14.0,14.08,16.96,10.0,14.0,749.0,81.7,7.62
PFKP,7.91,6.0,3.0,5.0,11.0,143.86,7.91,5.0,6.0,8.02,7.78,4.0,5.0,784.0,85.5,7.55
PFN2,15.38,6.0,1.0,1.0,2.0,62.55,15.38,1.0,1.0,2.25,15.38,1.0,1.0,91.0,9.8,9.17
PGAM1,11.81,2.0,2.0,2.0,6.0,41.31,11.81,2.0,3.0,2.12,11.81,2.0,3.0,254.0,28.8,7.18
PGAM5,12.14,3.0,2.0,2.0,7.0,91.21,12.14,2.0,4.0,3.6,12.14,2.0,3.0,140.0,15.9,7.02
PGD,15.32,6.0,5.0,5.0,9.0,90.39,13.4,4.0,4.0,6.46,15.32,5.0,5.0,470.0,51.8,7.44
PGK1.00,24.16,4.0,6.0,6.0,16.0,147.65,20.31,5.0,7.0,7.77,24.16,6.0,9.0,389.0,41.4,7.33
PGM3,8.63,1.0,1.0,1.0,1.0,,,,,0.0,8.63,1.0,1.0,197.0,21.8,8.41
PGRMC1,11.28,2.0,2.0,2.0,3.0,33.06,11.28,2.0,2.0,1.71,4.1,1.0,1.0,195.0,21.7,4.7
PHB,38.6,7.0,8.0,8.0,28.0,268.57,34.19,7.0,14.0,13.65,38.6,8.0,14.0,272.0,29.8,5.76
PHB2,42.81,10.0,11.0,11.0,36.0,332.44,40.8,10.0,18.0,21.64,42.81,11.0,18.0,299.0,33.4,9.8
PHF3,1.16,4.0,1.0,1.0,1.0,,,,,0.0,1.16,1.0,1.0,861.0,96.6,6.28
PHGDH,27.95,2.0,11.0,11.0,45.0,519.74,27.95,11.0,22.0,35.5,27.95,11.0,23.0,533.0,56.6,6.71
PHIP,1.32,1.0,1.0,1.0,1.0,,,,,0.0,1.32,1.0,1.0,1821.0,206.6,8.85
PHLDB1,2.31,4.0,2.0,2.0,3.0,24.33,2.31,2.0,2.0,0.0,1.11,1.0,1.0,995.0,107.3,8.48
PI4KA,2.1,2.0,3.0,3.0,5.0,52.12,2.1,3.0,3.0,0.0,1.61,2.0,2.0,2044.0,231.2,6.87
PICALM,10.33,10.0,3.0,5.0,22.0,313.08,10.33,5.0,11.0,18.68,10.33,5.0,11.0,610.0,66.4,8.81
PICALM,11.07,1.0,1.0,1.0,1.0,,,,,0.0,11.07,1.0,1.0,244.0,25.5,6.55
PIK3C2B,1.31,2.0,2.0,2.0,3.0,34.05,1.31,2.0,2.0,0.0,0.68,1.0,1.0,1606.0,181.6,7.34
PIP4K2B,9.62,6.0,3.0,3.0,7.0,123.62,5.53,2.0,3.0,4.87,9.62,3.0,4.0,416.0,47.3,7.33
PITPNM1,2.25,2.0,2.0,2.0,4.0,51.58,2.25,2.0,2.0,1.61,2.25,2.0,2.0,1243.0,134.7,5.95
PIWIL1,1.42,2.0,1.0,1.0,1.0,,,,,0.0,1.42,1.0,1.0,775.0,89.4,9.19
PKM,40.49,14.0,17.0,17.0,47.0,401.31,37.29,16.0,24.0,40.1,40.49,16.0,23.0,531.0,57.9,7.84
PKP4,3.66,6.0,1.0,4.0,11.0,90.14,2.87,3.0,5.0,5.98,3.66,4.0,6.0,1149.0,127.1,8.95
PLD3,7.35,3.0,2.0,2.0,4.0,60.33,7.35,2.0,3.0,2.06,2.04,1.0,1.0,490.0,54.7,6.47
PLEC,3.74,11.0,13.0,13.0,26.0,234.63,3.54,12.0,13.0,18.95,3.28,11.0,13.0,4515.0,512.3,5.77
PLEKHA5,2.21,11.0,2.0,2.0,5.0,42.46,2.21,2.0,3.0,0.0,2.21,2.0,2.0,1174.0,134.2,7.58
PLXNA1,2.24,3.0,1.0,4.0,8.0,81.19,1.12,2.0,3.0,10.88,2.24,4.0,5.0,1873.0,208.4,6.87
PLXNA4,9.61,7.0,11.0,14.0,34.0,196.07,9.13,13.0,17.0,20.96,9.61,14.0,17.0,1894.0,212.3,6.86
PNN,2.91,2.0,1.0,1.0,1.0,,,,,2.0,2.91,1.0,1.0,584.0,67.0,6.32
POGZ,3.89,7.0,2.0,2.0,6.0,23.08,3.89,2.0,3.0,2.12,3.89,2.0,3.0,772.0,86.0,7.08
POLDIP3,28.06,6.0,6.0,6.0,19.0,156.27,22.7,5.0,8.0,14.76,28.06,6.0,11.0,392.0,42.9,9.91
POLG,1.45,1.0,1.0,1.0,1.0,,,,,2.24,1.45,1.0,1.0,1239.0,139.5,6.9
POTEE,11.26,6.0,2.0,11.0,264.0,3379.92,11.26,11.0,132.0,286.64,10.42,10.0,132.0,1075.0,121.3,6.2
PPFIA1,5.32,11.0,2.0,5.0,15.0,145.52,4.39,4.0,7.0,7.32,5.32,5.0,8.0,1185.0,133.9,6.25
PPFIA2,12.99,25.0,8.0,11.0,30.0,245.91,10.67,9.0,14.0,21.03,11.31,10.0,16.0,1247.0,142.0,6.0
PPFIA3,13.16,6.0,9.0,11.0,35.0,230.54,12.32,10.0,18.0,15.41,11.22,10.0,17.0,1185.0,132.3,5.74
PPIA,63.03,5.0,7.0,7.0,38.0,246.93,63.03,7.0,20.0,18.52,63.03,7.0,18.0,165.0,18.0,7.81
PPME1,13.24,3.0,1.0,1.0,1.0,,,,,0.0,13.24,1.0,1.0,136.0,14.7,8.24
PPP1CA,38.18,9.0,3.0,12.0,76.0,812.35,38.18,12.0,40.0,52.55,34.24,10.0,36.0,330.0,37.5,6.33
PPP1CB,38.84,5.0,4.0,12.0,70.0,761.92,38.84,12.0,37.0,37.2,33.94,10.0,33.0,327.0,37.2,6.19
PPP1CC,31.91,8.0,1.0,10.0,70.0,744.67,31.91,10.0,36.0,47.05,31.25,9.0,34.0,304.0,34.9,5.26
PPP1R12A,2.97,10.0,2.0,2.0,4.0,35.09,2.97,2.0,2.0,1.85,2.97,2.0,2.0,943.0,105.6,5.38
PPP1R18,7.18,3.0,3.0,3.0,8.0,78.77,7.18,3.0,4.0,2.21,7.18,3.0,4.0,613.0,67.9,5.4
PPP1R21,2.18,1.0,1.0,1.0,2.0,54.17,2.18,1.0,1.0,2.35,2.18,1.0,1.0,780.0,88.3,6.84
PPP1R9A,8.56,4.0,5.0,6.0,16.0,151.5,8.56,6.0,9.0,6.85,7.65,5.0,7.0,1098.0,123.3,5.1
PPP1R9B,16.93,1.0,7.0,8.0,27.0,255.29,16.93,8.0,14.0,29.75,15.71,7.0,13.0,815.0,89.1,4.97
PPP2CB,21.04,12.0,5.0,5.0,16.0,165.38,21.04,5.0,8.0,11.52,21.04,5.0,8.0,309.0,35.6,5.43
PPP2R1A,33.79,15.0,16.0,16.0,66.0,553.03,29.03,14.0,32.0,28.02,33.79,16.0,34.0,589.0,65.3,5.11
PPP2R2A,7.38,4.0,3.0,3.0,7.0,43.99,4.92,2.0,3.0,0.0,7.38,3.0,4.0,447.0,51.7,6.2
PPP2R5C,6.51,17.0,1.0,2.0,3.0,29.58,6.51,2.0,2.0,2.23,3.13,1.0,1.0,384.0,44.8,6.48
PPP2R5E,16.02,7.0,5.0,6.0,17.0,153.7,16.02,6.0,9.0,9.48,16.02,6.0,8.0,462.0,54.0,6.57
PPP3CA,13.22,14.0,4.0,8.0,19.0,106.84,13.22,8.0,10.0,8.8,13.22,7.0,9.0,469.0,52.6,6.23
PPP3CB,8.47,9.0,1.0,4.0,10.0,68.26,8.47,4.0,5.0,6.77,8.47,4.0,5.0,496.0,56.0,5.71
PPP3CC,6.57,6.0,1.0,3.0,6.0,78.2,6.57,3.0,3.0,4.52,6.57,3.0,3.0,502.0,57.0,7.23
PPP5C,3.5,3.0,1.0,1.0,2.0,48.44,3.5,1.0,1.0,1.66,3.5,1.0,1.0,371.0,42.4,6.37
PPP6C,4.59,3.0,1.0,1.0,3.0,52.92,4.59,1.0,3.0,,,,,283.0,32.5,6.04
PPP6R2,2.24,8.0,1.0,1.0,4.0,89.3,2.24,1.0,2.0,4.53,2.24,1.0,2.0,492.0,51.5,4.74
PRDX1,29.65,3.0,6.0,7.0,31.0,177.61,20.6,5.0,15.0,20.51,29.65,7.0,16.0,199.0,22.1,8.13
PRDX2,36.36,3.0,10.0,11.0,71.0,638.35,36.36,11.0,35.0,57.99,36.36,10.0,36.0,198.0,21.9,5.97
PRICKLE2,9.0,3.0,4.0,4.0,6.0,92.17,4.22,2.0,2.0,3.0,9.0,4.0,4.0,900.0,101.9,7.8
PRKAA1,1.79,2.0,1.0,1.0,2.0,25.87,1.79,1.0,1.0,1.77,1.79,1.0,1.0,559.0,64.0,8.12
PRKACA,19.37,4.0,3.0,7.0,21.0,62.92,15.38,6.0,10.0,6.01,19.37,7.0,11.0,351.0,40.6,8.79
PRKACB,15.98,18.0,2.0,6.0,19.0,185.73,15.98,6.0,10.0,10.91,15.98,6.0,9.0,338.0,39.4,8.79
PRKAR1A,18.11,4.0,5.0,5.0,12.0,94.18,18.11,5.0,6.0,11.64,18.11,5.0,6.0,381.0,43.0,5.35
PRKAR2A,37.17,5.0,7.0,10.0,52.0,619.45,37.17,10.0,25.0,44.49,37.17,10.0,27.0,382.0,43.0,5.08
PRKAR2B,42.34,1.0,13.0,16.0,99.0,1197.44,40.43,15.0,49.0,86.15,42.34,16.0,50.0,418.0,46.3,4.92
PRKCSH,1.9,3.0,1.0,1.0,3.0,31.41,1.9,1.0,2.0,1.6,1.9,1.0,1.0,525.0,59.1,4.42
PRKDC,12.52,3.0,44.0,44.0,121.0,753.98,11.79,41.0,60.0,60.12,12.16,41.0,61.0,4096.0,465.1,7.17
PRKRA,29.47,6.0,2.0,2.0,8.0,53.71,29.47,2.0,4.0,3.91,29.47,2.0,4.0,95.0,10.4,9.01
PRMT1,8.75,10.0,1.0,1.0,2.0,23.98,8.75,1.0,1.0,0.0,8.75,1.0,1.0,160.0,18.3,6.39
PRMT5,4.08,13.0,2.0,2.0,5.0,24.09,2.15,1.0,2.0,0.0,4.08,2.0,3.0,466.0,53.5,6.14
PRNP,4.88,3.0,1.0,1.0,13.0,213.16,4.88,1.0,7.0,8.67,4.88,1.0,6.0,246.0,26.9,9.11
