Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
36,NRGN,"['nucleus', 'postsynaptic membrane', 'telencephalon development', 'phosphatidic acid binding', 'signal transduction', 'trans-Golgi network transport vesicle membrane', 'postsynaptic density', 'axon', 'cytosol', 'dendritic spine head', 'positive regulation of long-term synaptic potentiation', 'glutamatergic synapse', 'neuronal cell body', 'mitochondrial membrane', 'calmodulin binding', 'phosphatidylinositol-3,4,5-trisphosphate binding', 'postsynaptic modulation of chemical synaptic transmission', 'associative learning']",2,1,0,2,1
37,SYN1,"['dendrite', 'Schaffer collateral - CA1 synapse', 'transporter activity', 'synaptic vesicle clustering', 'synapse organization', 'cytosol', 'calcium-dependent protein binding', 'presynaptic active zone', 'cell junction', 'Golgi apparatus', 'postsynaptic density', 'axon', 'ATP binding', 'protein kinase binding', 'extrinsic component of synaptic vesicle membrane', 'anchored component of synaptic vesicle membrane', 'regulation of synaptic vesicle exocytosis', 'actin binding', 'cytoskeleton', 'neuron development', 'synaptonemal complex']",1,1,3,1,1
38,YWHAG,"['presynapse', 'protein targeting', 'cellular response to insulin stimulus', 'membrane', 'mitochondrion', 'regulation of G2/M transition of mitotic cell cycle', 'ciliary basal body-plasma membrane docking', 'protein kinase C binding', 'focal adhesion', 'negative regulation of protein serine/threonine kinase activity', 'cytosol', 'protein domain specific binding', 'regulation of synaptic plasticity', 'insulin-like growth factor receptor binding', 'extracellular exosome', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway', 'regulation of neuron differentiation', 'protein kinase C inhibitor activity', 'receptor tyrosine kinase binding', 'RNA binding', 'identical protein binding']",2,0,1,2,1
39,DNAJC5,"['neuromuscular junction', 'negative regulation of neuron apoptotic process', 'anchored component of synaptic vesicle membrane', 'ATP-dependent protein binding', 'plasma membrane', 'neutrophil degranulation', 'azurophil granule membrane', 'mitochondrion', 'clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane', 'regulation of synaptic vesicle cycle', 'synaptic vesicle exocytosis', 'specific granule membrane', 'chaperone-mediated protein folding', 'melanosome']",0,1,1,3,0
40,VAMP2,"['response to glucose', 'cellular response to insulin stimulus', 'positive regulation of intracellular protein transport', 'membrane fusion', 'clathrin-sculpted monoamine transport vesicle membrane', 'eosinophil degranulation', 'perinuclear region of cytoplasm', 'trans-Golgi network', 'phospholipid binding', 'protein self-association', 'voltage-gated potassium channel complex', 'regulation of delayed rectifier potassium channel activity', 'cytosol', 'calcium-dependent protein binding', 'synaptic vesicle exocytosis', 'zymogen granule membrane', 'regulation of exocytosis', 'clathrin-sculpted glutamate transport vesicle membrane', 'cell junction', 'long-term synaptic potentiation', 'Golgi to plasma membrane protein transport', 'synaptic vesicle membrane', 'synaptobrevin 2-SNAP-25-syntaxin-1a complex', 'syntaxin-1 binding', 'protein-containing complex assembly', 'synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex', 'synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex', 'glutamate secretion', 'clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane', 'calmodulin binding', 'neuron projection terminus']",2,1,2,1,0
41,RAB5A,"['dendrite', 'positive regulation of exocytosis', 'plasma membrane', 'early endosome to late endosome transport', 'regulation of endocytosis', 'membrane raft', 'GTP binding', 'regulation of long-term neuronal synaptic plasticity', 'early phagosome', 'intracellular protein transport', 'ruffle', 'regulation of endosome size', 'synaptic vesicle recycling', 'GDP binding', 'cytosol', 'viral RNA genome replication', 'amyloid-beta clearance by transcytosis', 'postsynaptic early endosome', 'blood coagulation', 'post-translational protein modification', 'melanosome', 'regulation of filopodium assembly', 'GTPase activity', 'actin cytoskeleton', 'protein binding', 'phagocytosis', 'regulation of autophagosome assembly', 'Rab protein signal transduction', 'membrane organization', 'extracellular exosome', 'anchored component of synaptic vesicle membrane', 'cytoplasmic side of early endosome membrane', 'phosphatidylinositol biosynthetic process', 'regulation of synaptic vesicle exocytosis', 'clathrin-coated vesicle membrane', 'receptor internalization involved in canonical Wnt signaling pathway', 'terminal bouton', 'neuronal cell body', 'phagocytic vesicle membrane']",2,1,3,2,0
42,RAB10,"['synaptic vesicle', 'establishment of protein localization to endoplasmic reticulum membrane', 'plasma membrane', 'cellular response to insulin stimulus', 'neutrophil degranulation', 'GTP binding', 'vesicle docking involved in exocytosis', 'trans-Golgi network', 'perinuclear region of cytoplasm', 'focal adhesion', 'intracellular protein transport', 'establishment of neuroblast polarity', 'GDP binding', 'cytosol', 'insulin-responsive compartment', 'cilium', 'regulation of exocytosis', 'cell-cell adherens junction', 'endoplasmic reticulum membrane', 'GTPase activity', 'polarized epithelial cell differentiation', 'Golgi to plasma membrane protein transport', 'Golgi membrane', 'cell-cell adhesion', 'protein secretion', 'recycling endosome membrane', 'antigen processing and presentation', 'exocyst', 'Rab protein signal transduction', 'protein localization to basolateral plasma membrane', 'endoplasmic reticulum tubular network', 'extracellular exosome', 'cadherin binding involved in cell-cell adhesion', 'endoplasmic reticulum tubular network organization', 'myosin V binding', 'secretory granule membrane', 'phagocytic vesicle membrane', 'axonogenesis', 'endosomal transport']",3,2,3,2,1
43,ABI2,"['Rac protein signal transduction', 'viral process', 'positive regulation of Arp2/3 complex-mediated actin nucleation', 'cell migration', 'proline-rich region binding', 'nucleus', 'lamellipodium', 'cytosol', 'SCAR complex', 'SH3 domain binding', 'lens fiber cell morphogenesis', 'peptidyl-tyrosine phosphorylation', 'cytoskeletal adaptor activity', 'dendritic spine', 'Rac GTPase binding', 'kinase binding', 'DNA binding', 'adherens junction', 'cytoskeleton', 'ubiquitin protein ligase binding', 'filopodium tip', 'regulation of dendritic spine morphogenesis']",3,0,2,2,1
44,NTRK2,"['positive regulation of MAPK cascade', 'brain-derived neurotrophic factor receptor signaling pathway', 'trans-synaptic signaling by neuropeptide, modulating synaptic transmission', 'cellular response to amino acid stimulus', 'vasculogenesis', 'retinal rod cell development', 'neuron migration', 'negative regulation of anoikis', 'peripheral nervous system neuron development', 'receptor complex', 'mechanoreceptor differentiation', 'oligodendrocyte differentiation', 'perinuclear region of cytoplasm', 'retina development in camera-type eye', 'cellular response to brain-derived neurotrophic factor stimulus', 'positive regulation of gene expression', 'cytosol', 'neuronal action potential propagation', 'neurotrophin TRK receptor signaling pathway', 'cerebral cortex development', 'positive regulation of phosphatidylinositol 3-kinase signaling', 'activation of phospholipase C activity', 'myelination in peripheral nervous system', 'early endosome membrane', 'long-term synaptic potentiation', 'negative regulation of neuron apoptotic process', 'positive regulation of non-membrane spanning protein tyrosine kinase activity', 'Golgi membrane', 'trans-synaptic signaling by BDNF, modulating synaptic transmission', 'brain-derived neurotrophic factor binding', 'protein homodimerization activity', 'postsynaptic density', 'regulation of GTPase activity', 'ATP binding', 'integral component of plasma membrane', 'dendritic spine', 'central nervous system neuron development', 'positive regulation of axonogenesis', 'regulation of protein kinase B signaling', 'brain-derived neurotrophic factor-activated receptor activity', 'glutamate secretion', 'protein autophosphorylation', 'positive regulation of synapse assembly', 'circadian rhythm', 'terminal bouton', 'positive regulation of cell population proliferation', 'positive regulation of peptidyl-serine phosphorylation', 'feeding behavior', 'learning']",3,0,1,2,2
45,SPTBN1,"['MAPK cascade', 'positive regulation of protein localization to plasma membrane', 'structural constituent of cytoskeleton', 'mitotic cytokinesis', 'spectrin', 'actin filament capping', 'ankyrin binding', 'cadherin binding', 'plasma membrane organization', 'cuticular plate', 'M band', 'phospholipid binding', 'nucleolus', 'cytosol', 'common-partner SMAD protein phosphorylation', 'glutamatergic synapse', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'GTPase binding', 'Golgi to plasma membrane protein transport', 'spectrin-associated cytoskeleton', 'postsynaptic density', 'axolemma', 'membrane assembly', 'extracellular exosome', 'axon guidance', 'protein-containing complex', 'protein-containing complex binding', 'actin binding', 'RNA binding', 'regulation of SMAD protein signal transduction', 'calmodulin binding', 'positive regulation of interleukin-2 secretion']",3,2,3,2,0
46,RPS18,"['focal adhesion', 'nucleoplasm', 'viral transcription', 'postsynaptic density', 'rRNA binding', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'protein binding', 'membrane', 'cytosolic small ribosomal subunit', 'structural constituent of ribosome', 'SRP-dependent cotranslational protein targeting to membrane', 'extracellular exosome', 'translational initiation']",0,0,1,3,0
47,RABAC1,"['Golgi apparatus', 'synaptic vesicle', 'plasma membrane', 'integral component of membrane', 'identical protein binding', 'protein C-terminus binding', 'proline-rich region binding', 'cell junction']",0,0,1,1,0
48,SNCA,"['regulation of presynapse assembly', 'beta-tubulin binding', 'positive regulation of exocytosis', 'negative regulation of serotonin uptake', 'supramolecular fiber', 'regulation of reactive oxygen species biosynthetic process', 'phosphoprotein binding', 'regulation of long-term neuronal synaptic plasticity', 'cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'alpha-tubulin binding', 'lysosome', 'regulation of macrophage activation', 'dynein complex binding', 'positive regulation of protein serine/threonine kinase activity', 'receptor internalization', 'negative regulation of microtubule polymerization', 'response to desipramine', 'positive regulation of neuron death', 'negative regulation of dopamine metabolic process', 'Hsp70 protein binding', 'cell junction', 'negative regulation of neuron apoptotic process', 'negative regulation of chaperone-mediated autophagy', 'protein tetramerization', 'negative regulation of exocytosis', 'magnesium ion binding', 'oxidoreductase activity', 'regulation of synaptic vesicle recycling', 'response to iron(II) ion', 'positive regulation of endocytosis', 'protein domain specific binding', 'long-term synaptic potentiation', 'regulation of glutamate secretion', 'SNARE complex assembly', 'dopamine biosynthetic process', 'positive regulation of inflammatory response', 'negative regulation of thrombin-activated receptor signaling pathway', 'plasma membrane', 'synaptic vesicle endocytosis', 'positive regulation of glutathione peroxidase activity', 'ferrous iron binding', 'protein destabilization', 'extracellular space', 'activation of cysteine-type endopeptidase activity involved in apoptotic process', 'phospholipase binding', 'perinuclear region of cytoplasm', 'zinc ion binding', 'cuprous ion binding', 'regulation of phospholipase activity', 'regulation of locomotion', 'positive regulation of hydrogen peroxide catabolic process', 'kinesin binding', 'positive regulation of receptor recycling', 'excitatory postsynaptic potential', 'negative regulation of mitochondrial electron transport, NADH to ubiquinone', 'cellular response to fibroblast growth factor stimulus', 'negative regulation of dopamine uptake involved in synaptic transmission', 'positive regulation of inositol phosphate biosynthetic process', 'rough endoplasmic reticulum', 'negative regulation of histone acetylation', 'positive regulation of neurotransmitter secretion', 'actin binding', 'neutral lipid metabolic process', 'tau protein binding', 'negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'platelet alpha granule membrane', 'negative regulation of transcription by RNA polymerase II', 'microglial cell activation', 'response to magnesium ion', 'negative regulation of norepinephrine uptake', 'postsynapse', 'response to interferon-gamma', 'ribosome', 'synaptic vesicle exocytosis', 'negative regulation of protein phosphorylation', 'synaptic vesicle membrane', 'SNARE binding', 'negative regulation of platelet-derived growth factor receptor signaling pathway', 'regulation of transmembrane transporter activity', 'behavioral response to cocaine', 'cellular response to epinephrine stimulus', 'positive regulation of release of sequestered calcium ion into cytosol', 'mitochondrial intermembrane space', 'terminal bouton', 'histone binding', 'regulation of acyl-CoA biosynthetic process', 'nuclear outer membrane', 'growth cone', 'negative regulation of transporter activity', 'mitochondrial outer membrane', 'aging', 'cell cortex', 'response to lipopolysaccharide', 'cellular response to copper ion', 'phospholipid binding', 'adult locomotory behavior', 'cytosol', 'response to interleukin-1', 'mitochondrial respiratory chain complex I', 'Golgi apparatus', 'regulation of dopamine secretion', 'inclusion body', 'actin cytoskeleton', 'mitochondrial matrix', 'calcium ion binding', 'mitochondrial membrane organization', 'negative regulation of monooxygenase activity', 'phospholipid metabolic process', 'microtubule binding', 'protein N-terminus binding', 'transcription regulatory region DNA binding', 'cellular response to oxidative stress', 'neuronal cell body', 'identical protein binding', 'positive regulation of peptidyl-serine phosphorylation']",5,1,5,5,1
